record_id	kind	field	type	value	catalog_id	ref_record_id
setup_0052	glass	base.next_color[3]	s32	0		
setup_0052	glass	base.floor_color	s32	4095		
setup_0052	glass	base.geo_count	s32	0		
setup_0052	glass	glass.portal	s32	0		
setup_0053	glass	command.order	s32	53		
setup_0053	glass	base.extra_scale	s32	256		
setup_0053	glass	base.hidden2	s32	0		
setup_0053	glass	base.model	model_catalog_id		base:model_window	
setup_0053	glass	base.pad	pad_ref	pad_0414		
setup_0053	glass	base.flags	u32_hex	0x04000b62		
setup_0053	glass	base.flags2	u32_hex	0x00000000		
setup_0053	glass	base.flags3	u32_hex	0x00000000		
setup_0053	glass	base.rotation[0][0]	f32	0		
setup_0053	glass	base.rotation[0][1]	f32	0		
setup_0053	glass	base.rotation[0][2]	f32	0		
setup_0053	glass	base.rotation[1][0]	f32	0		
setup_0053	glass	base.rotation[1][1]	f32	0		
setup_0053	glass	base.rotation[1][2]	f32	0		
setup_0053	glass	base.rotation[2][0]	f32	0		
setup_0053	glass	base.rotation[2][1]	f32	0		
setup_0053	glass	base.rotation[2][2]	f32	0		
setup_0053	glass	base.hidden	u32_hex	0x00000000		
setup_0053	glass	base.damage	s32	0		
setup_0053	glass	base.max_damage	s32	1000		
setup_0053	glass	base.shade_color[0]	s32	0		
setup_0053	glass	base.shade_color[1]	s32	0		
setup_0053	glass	base.shade_color[2]	s32	0		
setup_0053	glass	base.shade_color[3]	s32	0		
setup_0053	glass	base.next_color[0]	s32	0		
setup_0053	glass	base.next_color[1]	s32	0		
setup_0053	glass	base.next_color[2]	s32	0		
setup_0053	glass	base.next_color[3]	s32	0		
setup_0053	glass	base.floor_color	s32	4095		
setup_0053	glass	base.geo_count	s32	0		
setup_0053	glass	glass.portal	s32	0		
setup_0054	glass	command.order	s32	54		
setup_0054	glass	base.extra_scale	s32	256		
setup_0054	glass	base.hidden2	s32	0		
setup_0054	glass	base.model	model_catalog_id		base:model_window	
setup_0054	glass	base.pad	pad_ref	pad_0413		
setup_0054	glass	base.flags	u32_hex	0x04000b62		
setup_0054	glass	base.flags2	u32_hex	0x00000000		
setup_0054	glass	base.flags3	u32_hex	0x00000000		
setup_0054	glass	base.rotation[0][0]	f32	0		
setup_0054	glass	base.rotation[0][1]	f32	0		
setup_0054	glass	base.rotation[0][2]	f32	0		
setup_0054	glass	base.rotation[1][0]	f32	0		
setup_0054	glass	base.rotation[1][1]	f32	0		
setup_0054	glass	base.rotation[1][2]	f32	0		
setup_0054	glass	base.rotation[2][0]	f32	0		
setup_0054	glass	base.rotation[2][1]	f32	0		
setup_0054	glass	base.rotation[2][2]	f32	0		
setup_0054	glass	base.hidden	u32_hex	0x00000000		
setup_0054	glass	base.damage	s32	0		
setup_0054	glass	base.max_damage	s32	1000		
setup_0054	glass	base.shade_color[0]	s32	0		
setup_0054	glass	base.shade_color[1]	s32	0		
setup_0054	glass	base.shade_color[2]	s32	0		
setup_0054	glass	base.shade_color[3]	s32	0		
setup_0054	glass	base.next_color[0]	s32	0		
setup_0054	glass	base.next_color[1]	s32	0		
setup_0054	glass	base.next_color[2]	s32	0		
setup_0054	glass	base.next_color[3]	s32	0		
setup_0054	glass	base.floor_color	s32	4095		
setup_0054	glass	base.geo_count	s32	0		
setup_0054	glass	glass.portal	s32	0		
setup_0055	glass	command.order	s32	55		
setup_0055	glass	base.extra_scale	s32	256		
setup_0055	glass	base.hidden2	s32	0		
setup_0055	glass	base.model	model_catalog_id		base:model_window	
setup_0055	glass	base.pad	pad_ref	pad_0412		
setup_0055	glass	base.flags	u32_hex	0x04000b62		
setup_0055	glass	base.flags2	u32_hex	0x00000000		
setup_0055	glass	base.flags3	u32_hex	0x00000000		
setup_0055	glass	base.rotation[0][0]	f32	0		
setup_0055	glass	base.rotation[0][1]	f32	0		
setup_0055	glass	base.rotation[0][2]	f32	0		
setup_0055	glass	base.rotation[1][0]	f32	0		
setup_0055	glass	base.rotation[1][1]	f32	0		
setup_0055	glass	base.rotation[1][2]	f32	0		
setup_0055	glass	base.rotation[2][0]	f32	0		
setup_0055	glass	base.rotation[2][1]	f32	0		
setup_0055	glass	base.rotation[2][2]	f32	0		
setup_0055	glass	base.hidden	u32_hex	0x00000000		
setup_0055	glass	base.damage	s32	0		
setup_0055	glass	base.max_damage	s32	1000		
setup_0055	glass	base.shade_color[0]	s32	0		
setup_0055	glass	base.shade_color[1]	s32	0		
setup_0055	glass	base.shade_color[2]	s32	0		
setup_0055	glass	base.shade_color[3]	s32	0		
setup_0055	glass	base.next_color[0]	s32	0		
setup_0055	glass	base.next_color[1]	s32	0		
setup_0055	glass	base.next_color[2]	s32	0		
setup_0055	glass	base.next_color[3]	s32	0		
setup_0055	glass	base.floor_color	s32	4095		
setup_0055	glass	base.geo_count	s32	0		
setup_0055	glass	glass.portal	s32	0		
setup_0056	glass	command.order	s32	56		
setup_0056	glass	base.extra_scale	s32	256		
setup_0056	glass	base.hidden2	s32	0		
setup_0056	glass	base.model	model_catalog_id		base:model_window	
setup_0056	glass	base.pad	pad_ref	pad_0416		
setup_0056	glass	base.flags	u32_hex	0x04000b62		
setup_0056	glass	base.flags2	u32_hex	0x00000000		
setup_0056	glass	base.flags3	u32_hex	0x00000000		
setup_0056	glass	base.rotation[0][0]	f32	0		
setup_0056	glass	base.rotation[0][1]	f32	0		
setup_0056	glass	base.rotation[0][2]	f32	0		
setup_0056	glass	base.rotation[1][0]	f32	0		
setup_0056	glass	base.rotation[1][1]	f32	0		
setup_0056	glass	base.rotation[1][2]	f32	0		
setup_0056	glass	base.rotation[2][0]	f32	0		
setup_0056	glass	base.rotation[2][1]	f32	0		
setup_0056	glass	base.rotation[2][2]	f32	0		
setup_0056	glass	base.hidden	u32_hex	0x00000000		
setup_0056	glass	base.damage	s32	0		
setup_0056	glass	base.max_damage	s32	1000		
setup_0056	glass	base.shade_color[0]	s32	0		
setup_0056	glass	base.shade_color[1]	s32	0		
setup_0056	glass	base.shade_color[2]	s32	0		
setup_0056	glass	base.shade_color[3]	s32	0		
setup_0056	glass	base.next_color[0]	s32	0		
setup_0056	glass	base.next_color[1]	s32	0		
setup_0056	glass	base.next_color[2]	s32	0		
setup_0056	glass	base.next_color[3]	s32	0		
setup_0056	glass	base.floor_color	s32	4095		
setup_0056	glass	base.geo_count	s32	0		
setup_0056	glass	glass.portal	s32	0		
setup_0057	glass	command.order	s32	57		
setup_0057	glass	base.extra_scale	s32	256		
setup_0057	glass	base.hidden2	s32	0		
setup_0057	glass	base.model	model_catalog_id		base:model_window	
setup_0057	glass	base.pad	pad_ref	pad_0417		
setup_0057	glass	base.flags	u32_hex	0x04000b62		
setup_0057	glass	base.flags2	u32_hex	0x00000000		
setup_0057	glass	base.flags3	u32_hex	0x00000000		
setup_0057	glass	base.rotation[0][0]	f32	0		
setup_0057	glass	base.rotation[0][1]	f32	0		
setup_0057	glass	base.rotation[0][2]	f32	0		
setup_0057	glass	base.rotation[1][0]	f32	0		
setup_0057	glass	base.rotation[1][1]	f32	0		
setup_0057	glass	base.rotation[1][2]	f32	0		
setup_0057	glass	base.rotation[2][0]	f32	0		
setup_0057	glass	base.rotation[2][1]	f32	0		
setup_0057	glass	base.rotation[2][2]	f32	0		
setup_0057	glass	base.hidden	u32_hex	0x00000000		
setup_0057	glass	base.damage	s32	0		
setup_0057	glass	base.max_damage	s32	1000		
setup_0057	glass	base.shade_color[0]	s32	0		
setup_0057	glass	base.shade_color[1]	s32	0		
setup_0057	glass	base.shade_color[2]	s32	0		
setup_0057	glass	base.shade_color[3]	s32	0		
setup_0057	glass	base.next_color[0]	s32	0		
setup_0057	glass	base.next_color[1]	s32	0		
setup_0057	glass	base.next_color[2]	s32	0		
setup_0057	glass	base.next_color[3]	s32	0		
setup_0057	glass	base.floor_color	s32	4095		
setup_0057	glass	base.geo_count	s32	0		
setup_0057	glass	glass.portal	s32	0		
setup_0058	glass	command.order	s32	58		
setup_0058	glass	base.extra_scale	s32	256		
setup_0058	glass	base.hidden2	s32	0		
setup_0058	glass	base.model	model_catalog_id		base:model_window	
setup_0058	glass	base.pad	pad_ref	pad_0418		
setup_0058	glass	base.flags	u32_hex	0x04000b62		
setup_0058	glass	base.flags2	u32_hex	0x00000000		
setup_0058	glass	base.flags3	u32_hex	0x00000000		
setup_0058	glass	base.rotation[0][0]	f32	0		
setup_0058	glass	base.rotation[0][1]	f32	0		
setup_0058	glass	base.rotation[0][2]	f32	0		
setup_0058	glass	base.rotation[1][0]	f32	0		
setup_0058	glass	base.rotation[1][1]	f32	0		
setup_0058	glass	base.rotation[1][2]	f32	0		
setup_0058	glass	base.rotation[2][0]	f32	0		
setup_0058	glass	base.rotation[2][1]	f32	0		
setup_0058	glass	base.rotation[2][2]	f32	0		
setup_0058	glass	base.hidden	u32_hex	0x00000000		
setup_0058	glass	base.damage	s32	0		
setup_0058	glass	base.max_damage	s32	1000		
setup_0058	glass	base.shade_color[0]	s32	0		
setup_0058	glass	base.shade_color[1]	s32	0		
setup_0058	glass	base.shade_color[2]	s32	0		
setup_0058	glass	base.shade_color[3]	s32	0		
setup_0058	glass	base.next_color[0]	s32	0		
setup_0058	glass	base.next_color[1]	s32	0		
setup_0058	glass	base.next_color[2]	s32	0		
setup_0058	glass	base.next_color[3]	s32	0		
setup_0058	glass	base.floor_color	s32	4095		
setup_0058	glass	base.geo_count	s32	0		
setup_0058	glass	glass.portal	s32	0		
setup_0059	glass	command.order	s32	59		
setup_0059	glass	base.extra_scale	s32	256		
setup_0059	glass	base.hidden2	s32	0		
setup_0059	glass	base.model	model_catalog_id		base:model_window	
setup_0059	glass	base.pad	pad_ref	pad_0419		
setup_0059	glass	base.flags	u32_hex	0x04000b62		
setup_0059	glass	base.flags2	u32_hex	0x00000000		
setup_0059	glass	base.flags3	u32_hex	0x00000000		
setup_0059	glass	base.rotation[0][0]	f32	0		
setup_0059	glass	base.rotation[0][1]	f32	0		
setup_0059	glass	base.rotation[0][2]	f32	0		
setup_0059	glass	base.rotation[1][0]	f32	0		
setup_0059	glass	base.rotation[1][1]	f32	0		
setup_0059	glass	base.rotation[1][2]	f32	0		
setup_0059	glass	base.rotation[2][0]	f32	0		
setup_0059	glass	base.rotation[2][1]	f32	0		
setup_0059	glass	base.rotation[2][2]	f32	0		
setup_0059	glass	base.hidden	u32_hex	0x00000000		
setup_0059	glass	base.damage	s32	0		
setup_0059	glass	base.max_damage	s32	1000		
setup_0059	glass	base.shade_color[0]	s32	0		
setup_0059	glass	base.shade_color[1]	s32	0		
setup_0059	glass	base.shade_color[2]	s32	0		
setup_0059	glass	base.shade_color[3]	s32	0		
setup_0059	glass	base.next_color[0]	s32	0		
setup_0059	glass	base.next_color[1]	s32	0		
setup_0059	glass	base.next_color[2]	s32	0		
setup_0059	glass	base.next_color[3]	s32	0		
setup_0059	glass	base.floor_color	s32	4095		
setup_0059	glass	base.geo_count	s32	0		
setup_0059	glass	glass.portal	s32	0		
setup_0060	glass	command.order	s32	60		
setup_0060	glass	base.extra_scale	s32	256		
setup_0060	glass	base.hidden2	s32	0		
setup_0060	glass	base.model	model_catalog_id		base:model_window	
setup_0060	glass	base.pad	pad_ref	pad_0420		
setup_0060	glass	base.flags	u32_hex	0x04000b62		
setup_0060	glass	base.flags2	u32_hex	0x00000000		
setup_0060	glass	base.flags3	u32_hex	0x00000000		
setup_0060	glass	base.rotation[0][0]	f32	0		
setup_0060	glass	base.rotation[0][1]	f32	0		
setup_0060	glass	base.rotation[0][2]	f32	0		
setup_0060	glass	base.rotation[1][0]	f32	0		
setup_0060	glass	base.rotation[1][1]	f32	0		
setup_0060	glass	base.rotation[1][2]	f32	0		
setup_0060	glass	base.rotation[2][0]	f32	0		
setup_0060	glass	base.rotation[2][1]	f32	0		
setup_0060	glass	base.rotation[2][2]	f32	0		
setup_0060	glass	base.hidden	u32_hex	0x00000000		
setup_0060	glass	base.damage	s32	0		
setup_0060	glass	base.max_damage	s32	1000		
setup_0060	glass	base.shade_color[0]	s32	0		
setup_0060	glass	base.shade_color[1]	s32	0		
setup_0060	glass	base.shade_color[2]	s32	0		
setup_0060	glass	base.shade_color[3]	s32	0		
setup_0060	glass	base.next_color[0]	s32	0		
setup_0060	glass	base.next_color[1]	s32	0		
setup_0060	glass	base.next_color[2]	s32	0		
setup_0060	glass	base.next_color[3]	s32	0		
setup_0060	glass	base.floor_color	s32	4095		
setup_0060	glass	base.geo_count	s32	0		
setup_0060	glass	glass.portal	s32	0		
setup_0061	glass	command.order	s32	61		
setup_0061	glass	base.extra_scale	s32	256		
setup_0061	glass	base.hidden2	s32	0		
setup_0061	glass	base.model	model_catalog_id		base:model_window	
setup_0061	glass	base.pad	pad_ref	pad_0421		
setup_0061	glass	base.flags	u32_hex	0x04000b62		
setup_0061	glass	base.flags2	u32_hex	0x00000000		
setup_0061	glass	base.flags3	u32_hex	0x00000000		
setup_0061	glass	base.rotation[0][0]	f32	0		
setup_0061	glass	base.rotation[0][1]	f32	0		
setup_0061	glass	base.rotation[0][2]	f32	0		
setup_0061	glass	base.rotation[1][0]	f32	0		
setup_0061	glass	base.rotation[1][1]	f32	0		
setup_0061	glass	base.rotation[1][2]	f32	0		
setup_0061	glass	base.rotation[2][0]	f32	0		
setup_0061	glass	base.rotation[2][1]	f32	0		
setup_0061	glass	base.rotation[2][2]	f32	0		
setup_0061	glass	base.hidden	u32_hex	0x00000000		
setup_0061	glass	base.damage	s32	0		
setup_0061	glass	base.max_damage	s32	1000		
setup_0061	glass	base.shade_color[0]	s32	0		
setup_0061	glass	base.shade_color[1]	s32	0		
setup_0061	glass	base.shade_color[2]	s32	0		
setup_0061	glass	base.shade_color[3]	s32	0		
setup_0061	glass	base.next_color[0]	s32	0		
setup_0061	glass	base.next_color[1]	s32	0		
setup_0061	glass	base.next_color[2]	s32	0		
setup_0061	glass	base.next_color[3]	s32	0		
setup_0061	glass	base.floor_color	s32	4095		
setup_0061	glass	base.geo_count	s32	0		
setup_0061	glass	glass.portal	s32	0		
setup_0062	glass	command.order	s32	62		
setup_0062	glass	base.extra_scale	s32	256		
setup_0062	glass	base.hidden2	s32	0		
setup_0062	glass	base.model	model_catalog_id		base:model_window	
setup_0062	glass	base.pad	pad_ref	pad_0422		
setup_0062	glass	base.flags	u32_hex	0x04000b62		
setup_0062	glass	base.flags2	u32_hex	0x00000000		
setup_0062	glass	base.flags3	u32_hex	0x00000000		
setup_0062	glass	base.rotation[0][0]	f32	0		
setup_0062	glass	base.rotation[0][1]	f32	0		
setup_0062	glass	base.rotation[0][2]	f32	0		
setup_0062	glass	base.rotation[1][0]	f32	0		
setup_0062	glass	base.rotation[1][1]	f32	0		
setup_0062	glass	base.rotation[1][2]	f32	0		
setup_0062	glass	base.rotation[2][0]	f32	0		
setup_0062	glass	base.rotation[2][1]	f32	0		
setup_0062	glass	base.rotation[2][2]	f32	0		
setup_0062	glass	base.hidden	u32_hex	0x00000000		
setup_0062	glass	base.damage	s32	0		
setup_0062	glass	base.max_damage	s32	1000		
setup_0062	glass	base.shade_color[0]	s32	0		
setup_0062	glass	base.shade_color[1]	s32	0		
setup_0062	glass	base.shade_color[2]	s32	0		
setup_0062	glass	base.shade_color[3]	s32	0		
setup_0062	glass	base.next_color[0]	s32	0		
setup_0062	glass	base.next_color[1]	s32	0		
setup_0062	glass	base.next_color[2]	s32	0		
setup_0062	glass	base.next_color[3]	s32	0		
setup_0062	glass	base.floor_color	s32	4095		
setup_0062	glass	base.geo_count	s32	0		
setup_0062	glass	glass.portal	s32	0		
setup_0063	glass	command.order	s32	63		
setup_0063	glass	base.extra_scale	s32	256		
setup_0063	glass	base.hidden2	s32	0		
setup_0063	glass	base.model	model_catalog_id		base:model_window	
setup_0063	glass	base.pad	pad_ref	pad_0423		
setup_0063	glass	base.flags	u32_hex	0x04000b62		
setup_0063	glass	base.flags2	u32_hex	0x00000000		
setup_0063	glass	base.flags3	u32_hex	0x00000000		
setup_0063	glass	base.rotation[0][0]	f32	0		
setup_0063	glass	base.rotation[0][1]	f32	0		
setup_0063	glass	base.rotation[0][2]	f32	0		
setup_0063	glass	base.rotation[1][0]	f32	0		
setup_0063	glass	base.rotation[1][1]	f32	0		
setup_0063	glass	base.rotation[1][2]	f32	0		
setup_0063	glass	base.rotation[2][0]	f32	0		
setup_0063	glass	base.rotation[2][1]	f32	0		
setup_0063	glass	base.rotation[2][2]	f32	0		
setup_0063	glass	base.hidden	u32_hex	0x00000000		
setup_0063	glass	base.damage	s32	0		
setup_0063	glass	base.max_damage	s32	1000		
setup_0063	glass	base.shade_color[0]	s32	0		
setup_0063	glass	base.shade_color[1]	s32	0		
setup_0063	glass	base.shade_color[2]	s32	0		
setup_0063	glass	base.shade_color[3]	s32	0		
setup_0063	glass	base.next_color[0]	s32	0		
setup_0063	glass	base.next_color[1]	s32	0		
setup_0063	glass	base.next_color[2]	s32	0		
setup_0063	glass	base.next_color[3]	s32	0		
setup_0063	glass	base.floor_color	s32	4095		
setup_0063	glass	base.geo_count	s32	0		
setup_0063	glass	glass.portal	s32	0		
setup_0064	glass	command.order	s32	64		
setup_0064	glass	base.extra_scale	s32	256		
setup_0064	glass	base.hidden2	s32	0		
setup_0064	glass	base.model	model_catalog_id		base:model_window	
setup_0064	glass	base.pad	pad_ref	pad_0452		
setup_0064	glass	base.flags	u32_hex	0x04020b62		
setup_0064	glass	base.flags2	u32_hex	0x00000000		
setup_0064	glass	base.flags3	u32_hex	0x00000000		
setup_0064	glass	base.rotation[0][0]	f32	0		
setup_0064	glass	base.rotation[0][1]	f32	0		
setup_0064	glass	base.rotation[0][2]	f32	0		
setup_0064	glass	base.rotation[1][0]	f32	0		
setup_0064	glass	base.rotation[1][1]	f32	0		
setup_0064	glass	base.rotation[1][2]	f32	0		
setup_0064	glass	base.rotation[2][0]	f32	0		
setup_0064	glass	base.rotation[2][1]	f32	0		
setup_0064	glass	base.rotation[2][2]	f32	0		
setup_0064	glass	base.hidden	u32_hex	0x00000000		
setup_0064	glass	base.damage	s32	0		
setup_0064	glass	base.max_damage	s32	1000		
setup_0064	glass	base.shade_color[0]	s32	0		
setup_0064	glass	base.shade_color[1]	s32	0		
setup_0064	glass	base.shade_color[2]	s32	0		
setup_0064	glass	base.shade_color[3]	s32	0		
setup_0064	glass	base.next_color[0]	s32	0		
setup_0064	glass	base.next_color[1]	s32	0		
setup_0064	glass	base.next_color[2]	s32	0		
setup_0064	glass	base.next_color[3]	s32	0		
setup_0064	glass	base.floor_color	s32	4095		
setup_0064	glass	base.geo_count	s32	0		
setup_0064	glass	glass.portal	s32	0		
setup_0065	glass	command.order	s32	65		
setup_0065	glass	base.extra_scale	s32	256		
setup_0065	glass	base.hidden2	s32	0		
setup_0065	glass	base.model	model_catalog_id		base:model_window	
setup_0065	glass	base.pad	pad_ref	pad_0453		
setup_0065	glass	base.flags	u32_hex	0x04020b62		
setup_0065	glass	base.flags2	u32_hex	0x00000000		
setup_0065	glass	base.flags3	u32_hex	0x00000000		
setup_0065	glass	base.rotation[0][0]	f32	0		
setup_0065	glass	base.rotation[0][1]	f32	0		
setup_0065	glass	base.rotation[0][2]	f32	0		
setup_0065	glass	base.rotation[1][0]	f32	0		
setup_0065	glass	base.rotation[1][1]	f32	0		
setup_0065	glass	base.rotation[1][2]	f32	0		
setup_0065	glass	base.rotation[2][0]	f32	0		
setup_0065	glass	base.rotation[2][1]	f32	0		
setup_0065	glass	base.rotation[2][2]	f32	0		
setup_0065	glass	base.hidden	u32_hex	0x00000000		
setup_0065	glass	base.damage	s32	0		
setup_0065	glass	base.max_damage	s32	1000		
setup_0065	glass	base.shade_color[0]	s32	0		
setup_0065	glass	base.shade_color[1]	s32	0		
setup_0065	glass	base.shade_color[2]	s32	0		
setup_0065	glass	base.shade_color[3]	s32	0		
setup_0065	glass	base.next_color[0]	s32	0		
setup_0065	glass	base.next_color[1]	s32	0		
setup_0065	glass	base.next_color[2]	s32	0		
setup_0065	glass	base.next_color[3]	s32	0		
setup_0065	glass	base.floor_color	s32	4095		
setup_0065	glass	base.geo_count	s32	0		
setup_0065	glass	glass.portal	s32	0		
setup_0066	glass	command.order	s32	66		
setup_0066	glass	base.extra_scale	s32	256		
setup_0066	glass	base.hidden2	s32	0		
setup_0066	glass	base.model	model_catalog_id		base:model_window	
setup_0066	glass	base.pad	pad_ref	pad_0454		
setup_0066	glass	base.flags	u32_hex	0x04020b62		
setup_0066	glass	base.flags2	u32_hex	0x00000000		
setup_0066	glass	base.flags3	u32_hex	0x00000000		
setup_0066	glass	base.rotation[0][0]	f32	0		
setup_0066	glass	base.rotation[0][1]	f32	0		
setup_0066	glass	base.rotation[0][2]	f32	0		
setup_0066	glass	base.rotation[1][0]	f32	0		
setup_0066	glass	base.rotation[1][1]	f32	0		
setup_0066	glass	base.rotation[1][2]	f32	0		
setup_0066	glass	base.rotation[2][0]	f32	0		
setup_0066	glass	base.rotation[2][1]	f32	0		
setup_0066	glass	base.rotation[2][2]	f32	0		
setup_0066	glass	base.hidden	u32_hex	0x00000000		
setup_0066	glass	base.damage	s32	0		
setup_0066	glass	base.max_damage	s32	1000		
setup_0066	glass	base.shade_color[0]	s32	0		
setup_0066	glass	base.shade_color[1]	s32	0		
setup_0066	glass	base.shade_color[2]	s32	0		
setup_0066	glass	base.shade_color[3]	s32	0		
setup_0066	glass	base.next_color[0]	s32	0		
setup_0066	glass	base.next_color[1]	s32	0		
setup_0066	glass	base.next_color[2]	s32	0		
setup_0066	glass	base.next_color[3]	s32	0		
setup_0066	glass	base.floor_color	s32	4095		
setup_0066	glass	base.geo_count	s32	0		
setup_0066	glass	glass.portal	s32	0		
setup_0067	glass	command.order	s32	67		
setup_0067	glass	base.extra_scale	s32	256		
setup_0067	glass	base.hidden2	s32	0		
setup_0067	glass	base.model	model_catalog_id		base:model_window	
setup_0067	glass	base.pad	pad_ref	pad_0455		
setup_0067	glass	base.flags	u32_hex	0x04020b62		
setup_0067	glass	base.flags2	u32_hex	0x00000000		
setup_0067	glass	base.flags3	u32_hex	0x00000000		
setup_0067	glass	base.rotation[0][0]	f32	0		
setup_0067	glass	base.rotation[0][1]	f32	0		
setup_0067	glass	base.rotation[0][2]	f32	0		
setup_0067	glass	base.rotation[1][0]	f32	0		
setup_0067	glass	base.rotation[1][1]	f32	0		
setup_0067	glass	base.rotation[1][2]	f32	0		
setup_0067	glass	base.rotation[2][0]	f32	0		
setup_0067	glass	base.rotation[2][1]	f32	0		
setup_0067	glass	base.rotation[2][2]	f32	0		
setup_0067	glass	base.hidden	u32_hex	0x00000000		
setup_0067	glass	base.damage	s32	0		
setup_0067	glass	base.max_damage	s32	1000		
setup_0067	glass	base.shade_color[0]	s32	0		
setup_0067	glass	base.shade_color[1]	s32	0		
setup_0067	glass	base.shade_color[2]	s32	0		
setup_0067	glass	base.shade_color[3]	s32	0		
setup_0067	glass	base.next_color[0]	s32	0		
setup_0067	glass	base.next_color[1]	s32	0		
setup_0067	glass	base.next_color[2]	s32	0		
setup_0067	glass	base.next_color[3]	s32	0		
setup_0067	glass	base.floor_color	s32	4095		
setup_0067	glass	base.geo_count	s32	0		
setup_0067	glass	glass.portal	s32	0		
setup_0068	glass	command.order	s32	68		
setup_0068	glass	base.extra_scale	s32	256		
setup_0068	glass	base.hidden2	s32	0		
setup_0068	glass	base.model	model_catalog_id		base:model_window	
setup_0068	glass	base.pad	pad_ref	pad_0424		
setup_0068	glass	base.flags	u32_hex	0x04020b62		
setup_0068	glass	base.flags2	u32_hex	0x00100000		
setup_0068	glass	base.flags3	u32_hex	0x00000000		
setup_0068	glass	base.rotation[0][0]	f32	0		
setup_0068	glass	base.rotation[0][1]	f32	0		
setup_0068	glass	base.rotation[0][2]	f32	0		
setup_0068	glass	base.rotation[1][0]	f32	0		
setup_0068	glass	base.rotation[1][1]	f32	0		
setup_0068	glass	base.rotation[1][2]	f32	0		
setup_0068	glass	base.rotation[2][0]	f32	0		
setup_0068	glass	base.rotation[2][1]	f32	0		
setup_0068	glass	base.rotation[2][2]	f32	0		
setup_0068	glass	base.hidden	u32_hex	0x00000000		
setup_0068	glass	base.damage	s32	0		
setup_0068	glass	base.max_damage	s32	1000		
setup_0068	glass	base.shade_color[0]	s32	0		
setup_0068	glass	base.shade_color[1]	s32	0		
setup_0068	glass	base.shade_color[2]	s32	0		
setup_0068	glass	base.shade_color[3]	s32	0		
setup_0068	glass	base.next_color[0]	s32	0		
setup_0068	glass	base.next_color[1]	s32	0		
setup_0068	glass	base.next_color[2]	s32	0		
setup_0068	glass	base.next_color[3]	s32	0		
setup_0068	glass	base.floor_color	s32	4095		
setup_0068	glass	base.geo_count	s32	0		
setup_0068	glass	glass.portal	s32	0		
setup_0069	glass	command.order	s32	69		
setup_0069	glass	base.extra_scale	s32	256		
setup_0069	glass	base.hidden2	s32	0		
setup_0069	glass	base.model	model_catalog_id		base:model_window	
setup_0069	glass	base.pad	pad_ref	pad_0425		
setup_0069	glass	base.flags	u32_hex	0x04020b62		
setup_0069	glass	base.flags2	u32_hex	0x00100000		
setup_0069	glass	base.flags3	u32_hex	0x00000000		
setup_0069	glass	base.rotation[0][0]	f32	0		
setup_0069	glass	base.rotation[0][1]	f32	0		
setup_0069	glass	base.rotation[0][2]	f32	0		
setup_0069	glass	base.rotation[1][0]	f32	0		
setup_0069	glass	base.rotation[1][1]	f32	0		
setup_0069	glass	base.rotation[1][2]	f32	0		
setup_0069	glass	base.rotation[2][0]	f32	0		
setup_0069	glass	base.rotation[2][1]	f32	0		
setup_0069	glass	base.rotation[2][2]	f32	0		
setup_0069	glass	base.hidden	u32_hex	0x00000000		
setup_0069	glass	base.damage	s32	0		
setup_0069	glass	base.max_damage	s32	1000		
setup_0069	glass	base.shade_color[0]	s32	0		
setup_0069	glass	base.shade_color[1]	s32	0		
setup_0069	glass	base.shade_color[2]	s32	0		
setup_0069	glass	base.shade_color[3]	s32	0		
setup_0069	glass	base.next_color[0]	s32	0		
setup_0069	glass	base.next_color[1]	s32	0		
setup_0069	glass	base.next_color[2]	s32	0		
setup_0069	glass	base.next_color[3]	s32	0		
setup_0069	glass	base.floor_color	s32	4095		
setup_0069	glass	base.geo_count	s32	0		
setup_0069	glass	glass.portal	s32	0		
setup_0070	glass	command.order	s32	70		
setup_0070	glass	base.extra_scale	s32	256		
setup_0070	glass	base.hidden2	s32	0		
setup_0070	glass	base.model	model_catalog_id		base:model_window	
setup_0070	glass	base.pad	pad_ref	pad_0426		
setup_0070	glass	base.flags	u32_hex	0x04020b62		
setup_0070	glass	base.flags2	u32_hex	0x00100000		
setup_0070	glass	base.flags3	u32_hex	0x00000000		
setup_0070	glass	base.rotation[0][0]	f32	0		
setup_0070	glass	base.rotation[0][1]	f32	0		
setup_0070	glass	base.rotation[0][2]	f32	0		
setup_0070	glass	base.rotation[1][0]	f32	0		
setup_0070	glass	base.rotation[1][1]	f32	0		
setup_0070	glass	base.rotation[1][2]	f32	0		
setup_0070	glass	base.rotation[2][0]	f32	0		
setup_0070	glass	base.rotation[2][1]	f32	0		
setup_0070	glass	base.rotation[2][2]	f32	0		
setup_0070	glass	base.hidden	u32_hex	0x00000000		
setup_0070	glass	base.damage	s32	0		
setup_0070	glass	base.max_damage	s32	1000		
setup_0070	glass	base.shade_color[0]	s32	0		
setup_0070	glass	base.shade_color[1]	s32	0		
setup_0070	glass	base.shade_color[2]	s32	0		
setup_0070	glass	base.shade_color[3]	s32	0		
setup_0070	glass	base.next_color[0]	s32	0		
setup_0070	glass	base.next_color[1]	s32	0		
setup_0070	glass	base.next_color[2]	s32	0		
setup_0070	glass	base.next_color[3]	s32	0		
setup_0070	glass	base.floor_color	s32	4095		
setup_0070	glass	base.geo_count	s32	0		
setup_0070	glass	glass.portal	s32	0		
setup_0071	glass	command.order	s32	71		
