portal_id	room_a	room_b	flags	vertices
portal_0152	room_110	room_117	0x00	-4200.000000,-450.000000,-2300.000000;-4200.000000,-667.000000,-2300.000000;-4200.000000,-667.000000,-2100.000000;-4200.000000,-450.000000,-2100.000000
portal_0153	room_118	room_117	0x00	-4250.000000,-417.000000,-2425.000000;-4450.000000,-417.000000,-2425.000000;-4450.000000,-667.000000,-2425.000000;-4250.000000,-667.000000,-2425.000000
portal_0154	room_120	room_118	0x00	-4450.000000,-417.000000,-2925.000000;-4450.000000,-667.000000,-3225.000000;-3950.000000,-667.000000,-3225.000000;-3950.000000,-417.000000,-2925.000000
portal_0155	room_121	room_118	0x00	-4350.000000,-667.000000,-2525.000000;-4350.000000,-667.000000,-2425.000000;-4250.000000,-667.000000,-2425.000000;-4250.000000,-667.000000,-2525.000000
portal_0156	room_120	room_119	0x00	-4550.000000,-667.000000,-3425.000000;-4550.000000,-667.000000,-3225.000000;-4550.000000,-417.000000,-3225.000000;-4550.000000,-417.000000,-3425.000000
portal_0157	room_124	room_123	0x00	-2525.000000,-450.000000,-1175.000000;-2325.000000,-450.000000,-1175.000000;-2325.000000,-667.000000,-1175.000000;-2525.000000,-667.000000,-1175.000000
portal_0158	room_140	room_123	0x00	-2400.000000,-667.000000,-2075.000000;-2400.000000,-667.000000,-1975.000000;-2300.000000,-667.000000,-1975.000000;-2300.000000,-667.000000,-2075.000000
portal_0159	room_127	room_124	0x00	-2650.000000,-417.000000,-1125.000000;-2650.000000,-417.000000,-875.000000;-2650.000000,-667.000000,-875.000000;-2650.000000,-667.000000,-1125.000000
portal_0160	room_125	room_124	0x00	-2300.000000,-417.000000,-875.000000;-2050.000000,-417.000000,-875.000000;-2050.000000,-667.000000,-875.000000;-2300.000000,-667.000000,-875.000000
portal_0161	room_126	room_125	0x00	-2050.000000,-417.000000,-525.000000;-1950.000000,-417.000000,-275.000000;-1950.000000,-667.000000,-275.000000;-2050.000000,-667.000000,-525.000000
portal_0162	room_139	room_125	0x00	-2300.000000,-667.000000,-525.000000;-2200.000000,-667.000000,-525.000000;-2200.000000,-667.000000,-625.000000;-2300.000000,-667.000000,-625.000000
portal_0163	room_128	room_127	0x00	-3250.000000,-667.000000,-875.000000;-3250.000000,-667.000000,-1125.000000;-3250.000000,-417.000000,-1125.000000;-3250.000000,-417.000000,-875.000000
portal_0164	room_129	room_128	0x00	-3800.000000,-667.000000,-900.000000;-3800.000000,-667.000000,-1100.000000;-3800.000000,-450.000000,-1100.000000;-3800.000000,-450.000000,-900.000000
portal_0165	room_130	room_129	0x00	-3850.000000,-951.000000,-250.000000;-3850.000000,-417.000000,-250.000000;-3850.000000,-417.000000,-525.000000;-3850.000000,-667.000000,-525.000000
portal_0166	room_132	room_129	0x00	-4050.000000,-302.000000,-50.000000;-4050.000000,-917.000000,-50.000000;-4050.000000,-917.000000,-25.000000;-4050.000000,-302.000000,-25.000000
portal_0167	room_131	room_129	0x00	-4350.000000,-292.000000,-25.000000;-4250.000000,-302.000000,-25.000000;-4250.000000,-917.000000,-25.000000;-4350.000000,-792.000000,-25.000000
portal_0168	room_132	room_130	0x00	-3850.000000,-417.000000,-50.000000;-3850.000000,-417.000000,-25.000000;-3850.000000,-917.000000,-25.000000;-3850.000000,-917.000000,-50.000000
portal_0169	room_133	room_130	0x00	-3250.000000,-417.000000,75.000000;-3250.000000,-667.000000,75.000000;-3500.000000,-917.000000,75.000000;-3750.000000,-917.000000,75.000000;-3750.000000,-417.000000,75.000000
portal_0170	room_133	room_131	0x00	-3742.000000,-233.000000,175.000000;-3742.000000,-848.000000,175.000000;-4050.000000,-917.000000,175.000000;-4050.000000,-302.000000,175.000000
portal_0171	room_132	room_133	0x00	-4050.000000,-302.000000,175.000000;-4050.000000,-917.000000,175.000000;-3850.000000,-917.000000,75.000000;-3850.000000,-292.000000,75.000000
portal_0172	room_134	room_133	0x00	-3750.000000,-292.000000,575.000000;-3750.000000,-792.000000,575.000000;-3742.000000,-848.000000,375.000000;-3742.000000,-233.000000,375.000000
portal_0173	room_135	room_133	0x00	-2500.000000,-667.000000,100.000000;-2500.000000,-667.000000,300.000000;-2500.000000,-450.000000,300.000000;-2500.000000,-450.000000,100.000000
portal_0174	room_131	room_134	0x00	-4350.000000,-792.000000,575.000000;-4350.000000,-292.000000,575.000000;-3742.000000,-233.000000,375.000000;-3742.000000,-848.000000,375.000000
portal_0175	room_136	room_135	0x00	-2050.000000,-292.000000,75.000000;-2050.000000,-542.000000,75.000000;-2050.000000,-542.000000,575.000000;-2050.000000,-292.000000,575.000000
portal_0176	room_137	room_135	0x00	-2200.000000,-667.000000,508.000000;-2450.000000,-667.000000,508.000000;-2450.000000,-667.000000,575.000000;-2200.000000,-667.000000,575.000000
portal_0177	room_138	room_136	0x00	-1650.000000,-542.000000,425.000000;-1650.000000,-325.000000,425.000000;-1650.000000,-325.000000,175.000000;-1650.000000,-542.000000,175.000000
