record_id	kind	field	type	value	catalog_id	ref_record_id
setup_0054	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0054	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0054	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0054	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0054	weapon_pickup	base.damage	s32	0		
setup_0054	weapon_pickup	base.max_damage	s32	1000		
setup_0054	weapon_pickup	base.shade_color[0]	s32	0		
setup_0054	weapon_pickup	base.shade_color[1]	s32	0		
setup_0054	weapon_pickup	base.shade_color[2]	s32	0		
setup_0054	weapon_pickup	base.shade_color[3]	s32	0		
setup_0054	weapon_pickup	base.next_color[0]	s32	0		
setup_0054	weapon_pickup	base.next_color[1]	s32	0		
setup_0054	weapon_pickup	base.next_color[2]	s32	0		
setup_0054	weapon_pickup	base.next_color[3]	s32	0		
setup_0054	weapon_pickup	base.floor_color	s32	4095		
setup_0054	weapon_pickup	base.geo_count	s32	0		
setup_0054	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0054	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0054	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0054	weapon_pickup	pickup.fire_mode	s32	0		
setup_0054	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0054	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0054	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0055	character_spawn	command.order	s32	55		
setup_0055	character_spawn	character.index	s32	0		
setup_0055	character_spawn	character.kind	s32	9		
setup_0055	character_spawn	character.spawn_flags	u32_hex	0x00000280		
setup_0055	character_spawn	character.slot	s32	9		
setup_0055	character_spawn	character.pad	pad_ref	pad_0204		
setup_0055	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0055	character_spawn	character.head	head_selector	random		
setup_0055	character_spawn	character.ai_list	ailist_ref	ailist_1039		
setup_0055	character_spawn	character.pad_preset	s32	65535		
setup_0055	character_spawn	character.character_preset	s32	65535		
setup_0055	character_spawn	character.hearing_scale	s32	1000		
setup_0055	character_spawn	character.view_distance	s32	10		
setup_0055	character_spawn	character.flags	u32_hex	0xd0002008		
setup_0055	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0055	character_spawn	character.team	s32	32		
setup_0055	character_spawn	character.squadron	s32	4		
setup_0055	character_spawn	character.chair	s32	-1		
setup_0055	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0055	character_spawn	character.attitude	s32	0		
setup_0055	character_spawn	character.natural_animation	s32	0		
setup_0055	character_spawn	character.visible_yaw_angle	s32	0		
setup_0055	character_spawn	character.team_scan_distance	s32	0		
setup_0056	weapon_pickup	command.order	s32	56		
setup_0056	weapon_pickup	base.extra_scale	s32	256		
setup_0056	weapon_pickup	base.hidden2	s32	0		
setup_0056	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0056	weapon_pickup	base.pad	pad_ref	pad_0009		
setup_0056	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0056	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0056	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0056	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0056	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0056	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0056	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0056	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0056	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0056	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0056	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0056	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0056	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0056	weapon_pickup	base.damage	s32	0		
setup_0056	weapon_pickup	base.max_damage	s32	1000		
setup_0056	weapon_pickup	base.shade_color[0]	s32	0		
setup_0056	weapon_pickup	base.shade_color[1]	s32	0		
setup_0056	weapon_pickup	base.shade_color[2]	s32	0		
setup_0056	weapon_pickup	base.shade_color[3]	s32	0		
setup_0056	weapon_pickup	base.next_color[0]	s32	0		
setup_0056	weapon_pickup	base.next_color[1]	s32	0		
setup_0056	weapon_pickup	base.next_color[2]	s32	0		
setup_0056	weapon_pickup	base.next_color[3]	s32	0		
setup_0056	weapon_pickup	base.floor_color	s32	4095		
setup_0056	weapon_pickup	base.geo_count	s32	0		
setup_0056	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0056	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0056	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0056	weapon_pickup	pickup.fire_mode	s32	0		
setup_0056	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0056	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0056	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0057	character_spawn	command.order	s32	57		
setup_0057	character_spawn	character.index	s32	0		
setup_0057	character_spawn	character.kind	s32	9		
setup_0057	character_spawn	character.spawn_flags	u32_hex	0x00000200		
setup_0057	character_spawn	character.slot	s32	12		
setup_0057	character_spawn	character.pad	pad_ref	pad_0184		
setup_0057	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0057	character_spawn	character.head	head_selector	random		
setup_0057	character_spawn	character.ai_list	ailist_ref	ailist_1048		
setup_0057	character_spawn	character.pad_preset	s32	65535		
setup_0057	character_spawn	character.character_preset	s32	65535		
setup_0057	character_spawn	character.hearing_scale	s32	500		
setup_0057	character_spawn	character.view_distance	s32	10		
setup_0057	character_spawn	character.flags	u32_hex	0xc0004008		
setup_0057	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0057	character_spawn	character.team	s32	32		
setup_0057	character_spawn	character.squadron	s32	5		
setup_0057	character_spawn	character.chair	s32	-1		
setup_0057	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0057	character_spawn	character.attitude	s32	0		
setup_0057	character_spawn	character.natural_animation	s32	0		
setup_0057	character_spawn	character.visible_yaw_angle	s32	0		
setup_0057	character_spawn	character.team_scan_distance	s32	0		
setup_0058	weapon_pickup	command.order	s32	58		
setup_0058	weapon_pickup	base.extra_scale	s32	256		
setup_0058	weapon_pickup	base.hidden2	s32	0		
setup_0058	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0058	weapon_pickup	base.pad	pad_ref	pad_0012		
setup_0058	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0058	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0058	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0058	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0058	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0058	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0058	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0058	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0058	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0058	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0058	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0058	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0058	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0058	weapon_pickup	base.damage	s32	0		
setup_0058	weapon_pickup	base.max_damage	s32	1000		
setup_0058	weapon_pickup	base.shade_color[0]	s32	0		
setup_0058	weapon_pickup	base.shade_color[1]	s32	0		
setup_0058	weapon_pickup	base.shade_color[2]	s32	0		
setup_0058	weapon_pickup	base.shade_color[3]	s32	0		
setup_0058	weapon_pickup	base.next_color[0]	s32	0		
setup_0058	weapon_pickup	base.next_color[1]	s32	0		
setup_0058	weapon_pickup	base.next_color[2]	s32	0		
setup_0058	weapon_pickup	base.next_color[3]	s32	0		
setup_0058	weapon_pickup	base.floor_color	s32	4095		
setup_0058	weapon_pickup	base.geo_count	s32	0		
setup_0058	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0058	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0058	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0058	weapon_pickup	pickup.fire_mode	s32	0		
setup_0058	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0058	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0058	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0059	character_spawn	command.order	s32	59		
setup_0059	character_spawn	character.index	s32	0		
setup_0059	character_spawn	character.kind	s32	9		
setup_0059	character_spawn	character.spawn_flags	u32_hex	0x00010c00		
setup_0059	character_spawn	character.slot	s32	28		
setup_0059	character_spawn	character.pad	pad_ref	pad_0185		
setup_0059	character_spawn	character.body	body_catalog_id		base:ciaguy	
setup_0059	character_spawn	character.head	head_selector	random		
setup_0059	character_spawn	character.ai_list	ailist_ref	ailist_1042		
setup_0059	character_spawn	character.pad_preset	s32	65535		
setup_0059	character_spawn	character.character_preset	s32	65535		
setup_0059	character_spawn	character.hearing_scale	s32	1000		
setup_0059	character_spawn	character.view_distance	s32	6		
setup_0059	character_spawn	character.flags	u32_hex	0x80000008		
setup_0059	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0059	character_spawn	character.team	s32	32		
setup_0059	character_spawn	character.squadron	s32	5		
setup_0059	character_spawn	character.chair	s32	-1		
setup_0059	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0059	character_spawn	character.attitude	s32	1		
setup_0059	character_spawn	character.natural_animation	s32	0		
setup_0059	character_spawn	character.visible_yaw_angle	s32	0		
setup_0059	character_spawn	character.team_scan_distance	s32	0		
setup_0060	character_spawn	command.order	s32	60		
setup_0060	character_spawn	character.index	s32	0		
setup_0060	character_spawn	character.kind	s32	9		
setup_0060	character_spawn	character.spawn_flags	u32_hex	0x00010c00		
setup_0060	character_spawn	character.slot	s32	29		
setup_0060	character_spawn	character.pad	pad_ref	pad_0066		
setup_0060	character_spawn	character.body	body_catalog_id		base:ciaguy	
setup_0060	character_spawn	character.head	head_selector	random		
setup_0060	character_spawn	character.ai_list	ailist_ref	ailist_1042		
setup_0060	character_spawn	character.pad_preset	s32	65535		
setup_0060	character_spawn	character.character_preset	s32	65535		
setup_0060	character_spawn	character.hearing_scale	s32	1000		
setup_0060	character_spawn	character.view_distance	s32	6		
setup_0060	character_spawn	character.flags	u32_hex	0x80002000		
setup_0060	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0060	character_spawn	character.team	s32	32		
setup_0060	character_spawn	character.squadron	s32	5		
setup_0060	character_spawn	character.chair	s32	-1		
setup_0060	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0060	character_spawn	character.attitude	s32	2		
setup_0060	character_spawn	character.natural_animation	s32	0		
setup_0060	character_spawn	character.visible_yaw_angle	s32	0		
setup_0060	character_spawn	character.team_scan_distance	s32	0		
setup_0061	character_spawn	command.order	s32	61		
setup_0061	character_spawn	character.index	s32	0		
setup_0061	character_spawn	character.kind	s32	9		
setup_0061	character_spawn	character.spawn_flags	u32_hex	0x00000400		
setup_0061	character_spawn	character.slot	s32	13		
setup_0061	character_spawn	character.pad	pad_ref	pad_0191		
setup_0061	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0061	character_spawn	character.head	head_selector	random		
setup_0061	character_spawn	character.ai_list	ailist_ref	ailist_1054		
setup_0061	character_spawn	character.pad_preset	s32	65535		
setup_0061	character_spawn	character.character_preset	s32	65535		
setup_0061	character_spawn	character.hearing_scale	s32	1000		
setup_0061	character_spawn	character.view_distance	s32	15		
setup_0061	character_spawn	character.flags	u32_hex	0xc0004008		
setup_0061	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0061	character_spawn	character.team	s32	32		
setup_0061	character_spawn	character.squadron	s32	1		
setup_0061	character_spawn	character.chair	s32	-1		
setup_0061	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0061	character_spawn	character.attitude	s32	0		
setup_0061	character_spawn	character.natural_animation	s32	0		
setup_0061	character_spawn	character.visible_yaw_angle	s32	0		
setup_0061	character_spawn	character.team_scan_distance	s32	0		
setup_0062	weapon_pickup	command.order	s32	62		
setup_0062	weapon_pickup	base.extra_scale	s32	256		
setup_0062	weapon_pickup	base.hidden2	s32	0		
setup_0062	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0062	weapon_pickup	base.pad	pad_ref	pad_0013		
setup_0062	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0062	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0062	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0062	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0062	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0062	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0062	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0062	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0062	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0062	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0062	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0062	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0062	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0062	weapon_pickup	base.damage	s32	0		
setup_0062	weapon_pickup	base.max_damage	s32	1000		
setup_0062	weapon_pickup	base.shade_color[0]	s32	0		
setup_0062	weapon_pickup	base.shade_color[1]	s32	0		
setup_0062	weapon_pickup	base.shade_color[2]	s32	0		
setup_0062	weapon_pickup	base.shade_color[3]	s32	0		
setup_0062	weapon_pickup	base.next_color[0]	s32	0		
setup_0062	weapon_pickup	base.next_color[1]	s32	0		
setup_0062	weapon_pickup	base.next_color[2]	s32	0		
setup_0062	weapon_pickup	base.next_color[3]	s32	0		
setup_0062	weapon_pickup	base.floor_color	s32	4095		
setup_0062	weapon_pickup	base.geo_count	s32	0		
setup_0062	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0062	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0062	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0062	weapon_pickup	pickup.fire_mode	s32	0		
setup_0062	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0062	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0062	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0063	character_spawn	command.order	s32	63		
setup_0063	character_spawn	character.index	s32	0		
setup_0063	character_spawn	character.kind	s32	9		
setup_0063	character_spawn	character.spawn_flags	u32_hex	0x00000600		
setup_0063	character_spawn	character.slot	s32	14		
setup_0063	character_spawn	character.pad	pad_ref	pad_0188		
setup_0063	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0063	character_spawn	character.head	head_selector	random		
setup_0063	character_spawn	character.ai_list	ailist_ref	ailist_1038		
setup_0063	character_spawn	character.pad_preset	s32	197		
setup_0063	character_spawn	character.character_preset	s32	65535		
setup_0063	character_spawn	character.hearing_scale	s32	1000		
setup_0063	character_spawn	character.view_distance	s32	15		
setup_0063	character_spawn	character.flags	u32_hex	0xc0084008		
setup_0063	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0063	character_spawn	character.team	s32	32		
setup_0063	character_spawn	character.squadron	s32	1		
setup_0063	character_spawn	character.chair	s32	-1		
setup_0063	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0063	character_spawn	character.attitude	s32	0		
setup_0063	character_spawn	character.natural_animation	s32	0		
setup_0063	character_spawn	character.visible_yaw_angle	s32	0		
setup_0063	character_spawn	character.team_scan_distance	s32	0		
setup_0064	weapon_pickup	command.order	s32	64		
setup_0064	weapon_pickup	base.extra_scale	s32	256		
setup_0064	weapon_pickup	base.hidden2	s32	0		
setup_0064	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0064	weapon_pickup	base.pad	pad_ref	pad_0014		
setup_0064	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0064	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0064	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0064	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0064	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0064	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0064	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0064	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0064	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0064	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0064	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0064	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0064	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0064	weapon_pickup	base.damage	s32	0		
setup_0064	weapon_pickup	base.max_damage	s32	1000		
setup_0064	weapon_pickup	base.shade_color[0]	s32	0		
setup_0064	weapon_pickup	base.shade_color[1]	s32	0		
setup_0064	weapon_pickup	base.shade_color[2]	s32	0		
setup_0064	weapon_pickup	base.shade_color[3]	s32	0		
setup_0064	weapon_pickup	base.next_color[0]	s32	0		
setup_0064	weapon_pickup	base.next_color[1]	s32	0		
setup_0064	weapon_pickup	base.next_color[2]	s32	0		
setup_0064	weapon_pickup	base.next_color[3]	s32	0		
setup_0064	weapon_pickup	base.floor_color	s32	4095		
setup_0064	weapon_pickup	base.geo_count	s32	0		
setup_0064	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0064	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0064	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0064	weapon_pickup	pickup.fire_mode	s32	0		
setup_0064	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0064	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0064	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0065	character_spawn	command.order	s32	65		
setup_0065	character_spawn	character.index	s32	0		
setup_0065	character_spawn	character.kind	s32	9		
setup_0065	character_spawn	character.spawn_flags	u32_hex	0x00000600		
setup_0065	character_spawn	character.slot	s32	15		
setup_0065	character_spawn	character.pad	pad_ref	pad_0189		
setup_0065	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0065	character_spawn	character.head	head_selector	random		
setup_0065	character_spawn	character.ai_list	ailist_ref	ailist_1038		
setup_0065	character_spawn	character.pad_preset	s32	198		
setup_0065	character_spawn	character.character_preset	s32	65535		
setup_0065	character_spawn	character.hearing_scale	s32	1000		
setup_0065	character_spawn	character.view_distance	s32	15		
setup_0065	character_spawn	character.flags	u32_hex	0xc0084008		
setup_0065	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0065	character_spawn	character.team	s32	32		
setup_0065	character_spawn	character.squadron	s32	1		
setup_0065	character_spawn	character.chair	s32	-1		
setup_0065	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0065	character_spawn	character.attitude	s32	0		
setup_0065	character_spawn	character.natural_animation	s32	0		
setup_0065	character_spawn	character.visible_yaw_angle	s32	0		
setup_0065	character_spawn	character.team_scan_distance	s32	0		
setup_0066	weapon_pickup	command.order	s32	66		
setup_0066	weapon_pickup	base.extra_scale	s32	256		
setup_0066	weapon_pickup	base.hidden2	s32	0		
setup_0066	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0066	weapon_pickup	base.pad	pad_ref	pad_0015		
setup_0066	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0066	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0066	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0066	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0066	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0066	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0066	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0066	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0066	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0066	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0066	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0066	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0066	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0066	weapon_pickup	base.damage	s32	0		
setup_0066	weapon_pickup	base.max_damage	s32	1000		
setup_0066	weapon_pickup	base.shade_color[0]	s32	0		
setup_0066	weapon_pickup	base.shade_color[1]	s32	0		
setup_0066	weapon_pickup	base.shade_color[2]	s32	0		
setup_0066	weapon_pickup	base.shade_color[3]	s32	0		
setup_0066	weapon_pickup	base.next_color[0]	s32	0		
setup_0066	weapon_pickup	base.next_color[1]	s32	0		
setup_0066	weapon_pickup	base.next_color[2]	s32	0		
setup_0066	weapon_pickup	base.next_color[3]	s32	0		
setup_0066	weapon_pickup	base.floor_color	s32	4095		
setup_0066	weapon_pickup	base.geo_count	s32	0		
setup_0066	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0066	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0066	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0066	weapon_pickup	pickup.fire_mode	s32	0		
setup_0066	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0066	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0066	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0067	character_spawn	command.order	s32	67		
setup_0067	character_spawn	character.index	s32	0		
setup_0067	character_spawn	character.kind	s32	9		
setup_0067	character_spawn	character.spawn_flags	u32_hex	0x00000600		
setup_0067	character_spawn	character.slot	s32	16		
setup_0067	character_spawn	character.pad	pad_ref	pad_0190		
setup_0067	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0067	character_spawn	character.head	head_selector	random		
setup_0067	character_spawn	character.ai_list	ailist_ref	ailist_1038		
setup_0067	character_spawn	character.pad_preset	s32	199		
setup_0067	character_spawn	character.character_preset	s32	65535		
setup_0067	character_spawn	character.hearing_scale	s32	1000		
setup_0067	character_spawn	character.view_distance	s32	15		
setup_0067	character_spawn	character.flags	u32_hex	0xc0084008		
setup_0067	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0067	character_spawn	character.team	s32	32		
setup_0067	character_spawn	character.squadron	s32	1		
setup_0067	character_spawn	character.chair	s32	-1		
setup_0067	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0067	character_spawn	character.attitude	s32	0		
setup_0067	character_spawn	character.natural_animation	s32	0		
setup_0067	character_spawn	character.visible_yaw_angle	s32	0		
setup_0067	character_spawn	character.team_scan_distance	s32	0		
setup_0068	weapon_pickup	command.order	s32	68		
setup_0068	weapon_pickup	base.extra_scale	s32	256		
setup_0068	weapon_pickup	base.hidden2	s32	0		
setup_0068	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0068	weapon_pickup	base.pad	pad_ref	pad_0016		
setup_0068	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0068	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0068	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0068	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0068	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0068	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0068	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0068	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0068	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0068	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0068	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0068	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0068	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0068	weapon_pickup	base.damage	s32	0		
setup_0068	weapon_pickup	base.max_damage	s32	1000		
setup_0068	weapon_pickup	base.shade_color[0]	s32	0		
setup_0068	weapon_pickup	base.shade_color[1]	s32	0		
setup_0068	weapon_pickup	base.shade_color[2]	s32	0		
setup_0068	weapon_pickup	base.shade_color[3]	s32	0		
setup_0068	weapon_pickup	base.next_color[0]	s32	0		
setup_0068	weapon_pickup	base.next_color[1]	s32	0		
setup_0068	weapon_pickup	base.next_color[2]	s32	0		
setup_0068	weapon_pickup	base.next_color[3]	s32	0		
setup_0068	weapon_pickup	base.floor_color	s32	4095		
setup_0068	weapon_pickup	base.geo_count	s32	0		
setup_0068	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0068	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0068	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0068	weapon_pickup	pickup.fire_mode	s32	0		
setup_0068	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0068	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0068	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0069	character_spawn	command.order	s32	69		
setup_0069	character_spawn	character.index	s32	0		
setup_0069	character_spawn	character.kind	s32	9		
setup_0069	character_spawn	character.spawn_flags	u32_hex	0x00010c00		
setup_0069	character_spawn	character.slot	s32	27		
setup_0069	character_spawn	character.pad	pad_ref	pad_0178		
setup_0069	character_spawn	character.body	body_catalog_id		base:ciaguy	
setup_0069	character_spawn	character.head	head_selector	random		
setup_0069	character_spawn	character.ai_list	ailist_ref	ailist_1043		
setup_0069	character_spawn	character.pad_preset	s32	65535		
setup_0069	character_spawn	character.character_preset	s32	65535		
setup_0069	character_spawn	character.hearing_scale	s32	1000		
setup_0069	character_spawn	character.view_distance	s32	6		
setup_0069	character_spawn	character.flags	u32_hex	0x80000000		
setup_0069	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0069	character_spawn	character.team	s32	32		
setup_0069	character_spawn	character.squadron	s32	1		
setup_0069	character_spawn	character.chair	s32	-1		
setup_0069	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0069	character_spawn	character.attitude	s32	0		
setup_0069	character_spawn	character.natural_animation	s32	0		
setup_0069	character_spawn	character.visible_yaw_angle	s32	0		
setup_0069	character_spawn	character.team_scan_distance	s32	0		
setup_0070	character_spawn	command.order	s32	70		
setup_0070	character_spawn	character.index	s32	0		
setup_0070	character_spawn	character.kind	s32	9		
setup_0070	character_spawn	character.spawn_flags	u32_hex	0x00000000		
setup_0070	character_spawn	character.slot	s32	17		
setup_0070	character_spawn	character.pad	pad_ref	pad_0201		
setup_0070	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0070	character_spawn	character.head	head_selector	random		
setup_0070	character_spawn	character.ai_list	ailist_ref	ailist_0000		
setup_0070	character_spawn	character.pad_preset	s32	201		
setup_0070	character_spawn	character.character_preset	s32	65535		
setup_0070	character_spawn	character.hearing_scale	s32	1000		
setup_0070	character_spawn	character.view_distance	s32	30		
setup_0070	character_spawn	character.flags	u32_hex	0xc1086008		
setup_0070	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0070	character_spawn	character.team	s32	32		
setup_0070	character_spawn	character.squadron	s32	7		
setup_0070	character_spawn	character.chair	s32	-1		
setup_0070	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0070	character_spawn	character.attitude	s32	0		
setup_0070	character_spawn	character.natural_animation	s32	0		
setup_0070	character_spawn	character.visible_yaw_angle	s32	0		
setup_0070	character_spawn	character.team_scan_distance	s32	0		
setup_0071	weapon_pickup	command.order	s32	71		
setup_0071	weapon_pickup	base.extra_scale	s32	256		
setup_0071	weapon_pickup	base.hidden2	s32	0		
setup_0071	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0071	weapon_pickup	base.pad	pad_ref	pad_0017		
setup_0071	weapon_pickup	base.flags	u32_hex	0x00004000		
