cover_id	flags	pos_x	pos_y	pos_z	look_x	look_y	look_z
cover_0307	0x0000	549.000000	-543.000000	-3273.000000	-0.258819	0.000000	-0.965926
cover_0308	0x0000	429.000000	-543.000000	-3347.000000	0.965926	0.000000	-0.258819
cover_0309	0x0000	615.000000	-543.000000	-3400.000000	-0.965926	0.000000	0.258818
cover_0310	0x0000	499.000000	-543.000000	-3464.000000	0.258821	0.000000	0.965925
cover_0311	0x0000	770.000000	-543.000000	-3464.000000	-0.258816	0.000000	0.965927
cover_0312	0x0000	838.000000	-543.000000	-3350.000000	-0.965926	0.000000	-0.258818
cover_0313	0x0000	650.000000	-543.000000	-3397.000000	0.965926	0.000000	0.258818
cover_0314	0x0000	717.000000	-543.000000	-3273.000000	0.258819	0.000000	-0.965926
cover_0315	0x0000	923.000000	-603.000000	-565.000000	-0.500000	0.000000	-0.866025
cover_0316	0x0000	787.000000	-603.000000	-606.000000	0.866025	0.000000	-0.500000
cover_0317	0x0000	954.000000	-603.000000	-705.000000	-0.866025	0.000000	0.500000
cover_0318	0x0000	825.000000	-603.000000	-737.000000	0.500002	0.000000	0.866024
cover_0319	0x0000	-469.000000	-603.000000	-369.000000	0.866027	0.000000	0.499998
cover_0320	0x0000	-341.000000	-603.000000	-406.000000	-0.500000	0.000000	0.866025
cover_0321	0x0000	-436.000000	-603.000000	-237.000000	0.500000	0.000000	-0.866026
cover_0322	0x0000	-298.000000	-603.000000	-269.000000	-0.866025	0.000000	-0.500000
cover_0323	0x0000	603.000000	-603.000000	1009.000000	-0.965926	0.000000	0.258819
cover_0324	0x0000	528.000000	-603.000000	1129.000000	-0.258819	0.000000	-0.965926
cover_0325	0x0000	476.000000	-603.000000	943.000000	0.258819	0.000000	0.965926
cover_0326	0x0000	411.000000	-603.000000	1059.000000	0.965925	0.000000	-0.258821
cover_0327	0x0000	656.000000	-603.000000	1157.000000	1.000000	0.000000	-0.000001
cover_0328	0x0000	748.000000	-603.000000	1061.000000	0.000000	0.000000	1.000000
cover_0329	0x0000	751.000000	-603.000000	1255.000000	0.000000	0.000000	-1.000000
cover_0330	0x0000	854.000000	-603.000000	1158.000000	-1.000000	0.000000	-0.000001
cover_0331	0x0000	551.000000	-603.000000	551.000000	-0.965926	0.000000	-0.258819
cover_0332	0x0000	441.000000	-603.000000	372.000000	-0.258818	0.000000	0.965926
cover_0333	0x0000	261.000000	-603.000000	473.000000	0.965926	0.000000	0.258819
cover_0334	0x0000	362.000000	-603.000000	662.000000	0.258819	0.000000	-0.965926
cover_0335	0x0000	-518.000000	-602.000000	-29.000000	-0.500000	0.000000	-0.866025
cover_0336	0x0000	-469.000000	-602.000000	-233.000000	-0.866025	0.000000	0.500000
cover_0337	0x0000	-668.000000	-602.000000	-288.000000	0.500000	0.000000	0.866025
cover_0338	0x0000	-730.000000	-602.000000	-84.000000	0.866025	0.000000	-0.500000
cover_0339	0x0000	506.000000	-286.000000	1356.000000	-0.000001	0.000000	-1.000000
cover_0340	0x0000	424.000000	-286.000000	1272.000000	1.000000	0.000000	-0.000001
cover_0341	0x0000	590.000000	-286.000000	1273.000000	-1.000000	0.000000	0.000001
cover_0342	0x0000	424.000000	-286.000000	1272.000000	1.000000	0.000000	-0.000001
